G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
NPC_PARAM_ST 80 | s16 | s16 | superArmorDurability | SA耐久力 | スーパーアーマー耐久値
NPC_PARAM_ST 81 | s16 | s16 | normalChangeTexChrId | 通常時差し替えテクスチャキャラID | 通常時差し替えテクスチャキャラID（むやみに使わないこと）
NPC_PARAM_ST 82 | NPC_ITEMDROP_TYPE | u16 | dropType | ドロップアイテムの表示形式 | アイテムドロップ時の表示方法(死体発光orアイテム表示)
NPC_PARAM_ST 83 | u8 | u8 | knockbackRate | ノックバックカット率[％] | ノックバックダメージを受けたときの減少値／具体的には、攻撃側のノックバック初速度をカットする
NPC_PARAM_ST 84 | u8 | u8 | knockbackParamId | ノックバックパラメータID | ノックバック時に使用するパラメータIDを設定
NPC_PARAM_ST 85 | u8 | u8 | fallDamageDump | 落下ダメージ軽減補正[％] | 落下ダメージ軽減補正[％]
NPC_PARAM_ST 86 | u8 | u8 | staminaGuardDef | スタミナ攻撃カット率[％] | ガード成功時に、敵のスタミナ攻撃に対する防御力
NPC_PARAM_ST 87 | u8 | u8 | pcAttrB | PC-黒 | QWC変化量　PC属性値黒
NPC_PARAM_ST 88 | u8 | u8 | pcAttrW | PC-白 | QWC変化量　PC属性値白
NPC_PARAM_ST 89 | u8 | u8 | pcAttrL | PC-左 | QWC変化量　PC属性値左
NPC_PARAM_ST 90 | u8 | u8 | pcAttrR | PC-右 | QWC変化量　PC属性値右
NPC_PARAM_ST 91 | u8 | u8 | areaAttrB | エリア-黒 | QWC変化量　エリア属性値黒
NPC_PARAM_ST 92 | u8 | u8 | areaAttrW | エリア-白 | QWC変化量　エリア属性値白
NPC_PARAM_ST 93 | u8 | u8 | areaAttrL | エリア-左 | QWC変化量　エリア属性値左
NPC_PARAM_ST 94 | u8 | u8 | areaAttrR | エリア-右 | QWC変化量　エリア属性値右
NPC_PARAM_ST 95 | u8 | u8 | mpRecoverBaseVel | MP回復基本速度[％/s] | MP回復基本速度[％/s]
NPC_PARAM_ST 96 | u8 | u8 | flickDamageCutRate | はじき時ダメージ減衰率[%] | 攻撃をはじいた時にダメージを減衰する値を設定
NPC_PARAM_ST 97 | s8 | s8 | defaultLodParamId | デフォルトLODパラムID | デフォルトLODパラムID(-1：なし)
NPC_PARAM_ST 98 | NPC_DRAW_TYPE | u8 | drawType | 描画タイプ | 描画タイプ
NPC_PARAM_ST 99 | NPC_TYPE | u8 | npcType | NPCタイプ | NPCの種類.ザコ敵/ボス敵が区別されていればOK
NPC_PARAM_ST 100 | NPC_TEMA_TYPE | u8 | teamType | チームタイプ | NPCの攻撃が当たる/当たらない、狙う/狙わない設定
NPC_PARAM_ST 101 | NPC_MOVE_TYPE | u8 | moveType | 移動タイプ | 移動方法。これにより制御が変更される.
NPC_PARAM_ST 102 | u8 | u8 | lockDist | ロック距離 | ロックオンできる距離[m]
NPC_PARAM_ST 103 | WEP_MATERIAL_DEF | u8 | material | 防御材質【SE】 | ダメージを受けたときに鳴らすＳＥを判定する。見た目で設定してＯＫ.
NPC_PARAM_ST 104 | WEP_MATERIAL_DEF_SFX | u8 | materialSfx | 防御材質【SFX】 | ダメージを受けたときに発生するSFXを判定する。見た目で設定してＯＫ.
NPC_PARAM_ST 105 | WEP_MATERIAL_DEF | u8 | material_Weak | 防御材質【SE】 | 弱点部位ダメージを受けた時に鳴らすSEを判定する。
NPC_PARAM_ST 106 | WEP_MATERIAL_DEF_SFX | u8 | materialSfx_Weak | 防御材質【SFX】 | 弱点部位ダメージを受けた時に発生するSFXを判定する。
NPC_PARAM_ST 107 | ATK_PARAM_PARTSDMGTYPE | u8 | partsDamageType | 部位ダメージ適用攻撃 | 部位ダメージを適用する攻撃タイプを設定する
NPC_PARAM_ST 108 | u8 | u8 | maxUndurationAng | 起伏にあわせる最大角度 | 起伏に角度を合わせる場合の上限角度。全長が長い場合には低めに設定したほうがよいです。
NPC_PARAM_ST 109 | s8 | s8 | guardLevel | ガードレベル | ガードしたとき、敵の攻撃をどのガードモーションで受けるか？を決める
NPC_PARAM_ST 110 | NPC_BURN_TYPE | u8 | burnSfxType | 燃焼SFXタイプ | 燃焼時のSFXタイプ
NPC_PARAM_ST 111 | s8 | s8 | poisonGuardResist | 毒耐性カット率[％] | 毒にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
NPC_PARAM_ST 112 | s8 | s8 | diseaseGuardResist | 疫病攻撃カット率[％] | 疫病にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
NPC_PARAM_ST 113 | s8 | s8 | bloodGuardResist | 出血攻撃カット率[％] | 出血にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
NPC_PARAM_ST 114 | s8 | s8 | curseGuardResist | 呪攻撃カット率[％] | 呪にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
NPC_PARAM_ST 115 | u8 | u8 | parryAttack | パリィ攻撃力 | パリィ攻撃力。パリィする側が使用
NPC_PARAM_ST 116 | u8 | u8 | parryDefence | パリィ防御力 | パリィ防御力。パリィされる側が使用。
NPC_PARAM_ST 117 | NPC_SFX_SIZE | u8 | sfxSize | SFXサイズ | SFXサイズ
NPC_PARAM_ST 118 | u8 | u8 | pushOutCamRegionRadius | カメラ押し出し領域半径[m] | カメラ押し出し領域半径[m]
NPC_PARAM_ST 119 | NPC_HITSTOP_TYPE | u8 | hitStopType | ヒットストップするか | ヒットストップ処理を行うかどうかの設定
NPC_PARAM_ST 120 | u8 | u8 | ladderEndChkOffsetTop | はしご上終端オフセット[1/10m] | はしご終端判定用オフセット上側
NPC_PARAM_ST 121 | u8 | u8 | ladderEndChkOffsetLow | はしご下終端オフセット[1/10m] | はしご終端判定用オフセット下側
NPC_PARAM_ST 122 | NPC_BOOL | u8 | useRagdollCamHit:1 | カメラヒットあたりラグドール | 敵のラグドールにカメラがあたるか。(プレイヤにも当たるときのみ有効)
NPC_PARAM_ST 123 | NPC_BOOL | u8 | disableClothRigidHit:1 | クロスリジッドヒットを無効 | クロスリジッドが自分に当たらないようにしたければ○
NPC_PARAM_ST 124 | NPC_BOOL | u8 | useRagdoll:1 | あたりラグドール | 敵のラグドールにプレイヤーがあたるか。デカキャラだけはラグドールにもプレイヤーがあたるようにしたいので、この設定でオンオフ.
NPC_PARAM_ST 125 | NPC_BOOL | u8 | isDemon:1 | デーモンか | デーモンか。いまのところデモンブランドの効果があるかどうかだけ。
NPC_PARAM_ST 126 | NPC_BOOL | u8 | isGhost:1 | 霊体か | 霊体か。ダメージ計算等が専用になります徘徊ゴーストと混同しないように注意
NPC_PARAM_ST 127 | NPC_BOOL | u8 | isNoDamageMotion:1 | ダメージ0のときにダメージモーションなしか | ダメージ0のときにダメージモーションを再生しないか。
NPC_PARAM_ST 128 | NPC_BOOL | u8 | isUnduration:1 | 起伏に角度をあわせるか | キャラの前後回転を地面の起伏に合わせるか。飛行キャラの場合は使用不可
NPC_PARAM_ST 129 | NPC_BOOL | u8 | isChangeWanderGhost:1 | 徘徊ゴーストになるか | プレイヤーがクライアントのときに徘徊ゴーストになるか
NPC_PARAM_ST 130 | u8 | u8 | modelDispMask0:1 | モデル表示マスク0 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 131 | u8 | u8 | modelDispMask1:1 | モデル表示マスク1 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 132 | u8 | u8 | modelDispMask2:1 | モデル表示マスク2 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 133 | u8 | u8 | modelDispMask3:1 | モデル表示マスク3 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 134 | u8 | u8 | modelDispMask4:1 | モデル表示マスク4 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 135 | u8 | u8 | modelDispMask5:1 | モデル表示マスク5 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 136 | u8 | u8 | modelDispMask6:1 | モデル表示マスク6 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 137 | u8 | u8 | modelDispMask7:1 | モデル表示マスク7 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 138 | u8 | u8 | modelDispMask8:1 | モデル表示マスク8 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 139 | u8 | u8 | modelDispMask9:1 | モデル表示マスク9 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 140 | u8 | u8 | modelDispMask10:1 | モデル表示マスク10 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 141 | u8 | u8 | modelDispMask11:1 | モデル表示マスク11 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 142 | u8 | u8 | modelDispMask12:1 | モデル表示マスク12 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 143 | u8 | u8 | modelDispMask13:1 | モデル表示マスク13 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 144 | u8 | u8 | modelDispMask14:1 | モデル表示マスク14 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 145 | u8 | u8 | modelDispMask15:1 | モデル表示マスク15 | 表示マスクに対応するモデルを表示します。
NPC_PARAM_ST 146 | u8 | u8 | isEnableNeckTurn:1 | 首振り有効にするか | パラムウィーバで設定された首振りを有効にするか。
NPC_PARAM_ST 147 | u8 | u8 | disableRespawn:1 | リスポン禁止か | リスポンを禁止するか
NPC_PARAM_ST 148 | u8 | u8 | isMoveAnimWait:1 | 移動アニメを待つか | 移動アニメをアニメが終わるまで再生するか。（カゲロウ龍の様に。）
NPC_PARAM_ST 149 | NPC_BOOL | u8 | isCrowd:1 | 群集用処理軽減するか | 群集時の処理負荷軽減を行なうか。赤子用（できればファランクスも）
NPC_PARAM_ST 150 | NPC_BOOL | u8 | isWeakSaint:1 | 神聖弱点か | 神聖弱点か？神聖ダメージ倍率が計算に含まれるようになります
NPC_PARAM_ST 151 | NPC_BOOL | u8 | isWeakA:1 | 弱点Aか | 弱点Aか？弱点Aダメージ倍率が計算に含まれるようになります
NPC_PARAM_ST 152 | NPC_BOOL | u8 | isWeakB:1 | 弱点Bか | 弱点Bか？弱点Bダメージ倍率が計算に含まれるようになります
NPC_PARAM_ST 153 | dummy8 | dummy8 | pad1:1 | pad | pad
NPC_PARAM_ST 154 | u8 | u8 | vowType:3 | 誓約 | 誓約タイプ(なし：０)
NPC_PARAM_ST 155 | NPC_BOOL | u8 | disableInitializeDead:1 | 初期死亡しない | 初期死亡をしない場合にTRUE、殺してセーブしても死体再現されません。
NPC_PARAM_ST 156 | dummy8 | dummy8 | pad3:4 | pad | pad
NPC_PARAM_ST 157 | dummy8 | dummy8 | pad2[6] | pad | 
NPC_THINK_PARAM_ST 0 | s32 | s32 | logicId | ロジックスクリプトID | スクリプトで作成したロジックのIDを設定します。
NPC_THINK_PARAM_ST 1 | s32 | s32 | battleGoalID | 戦闘ゴールID | 戦闘ゴールID
NPC_THINK_PARAM_ST 2 | f32 | f32 | nearDist | 近距離 距離[m] | 近距離とみなす範囲です。近接格闘の判定に使用します。
NPC_THINK_PARAM_ST 3 | f32 | f32 | midDist | 中距離 距離[m] | 中距離とみなす範囲です。中距離格闘の判定に使用します。
NPC_THINK_PARAM_ST 4 | f32 | f32 | farDist | 遠距離 距離[m] | 遠距離とみなす範囲です。飛び道具の判定に使用します。
NPC_THINK_PARAM_ST 5 | f32 | f32 | outDist | 範囲外 距離[m] | 戦闘範囲外とみなす距離です。範囲外の敵には戦闘行動を行おうとはしなくなります。
NPC_THINK_PARAM_ST 6 | f32 | f32 | BackHomeLife_OnHitEneWal | 敵壁接触時のBackHome時間[sec] | ブロックをさえぎる敵壁に接触したとき、BackToHomeゴールの寿命
NPC_THINK_PARAM_ST 7 | s32 | s32 | goalID_ToCaution | ゴール：警戒状態 | ゴール：警戒状態
NPC_THINK_PARAM_ST 8 | s32 | s32 | idAttackCannotMove | 動けなくなったときに行うEzState番号 | 破壊可能なオブジェクトによって動きが止まっている場合、自動的に実行する行動。
NPC_THINK_PARAM_ST 9 | s32 | s32 | goalID_ToFind | ゴール：発見状態 | ゴール：発見状態
NPC_THINK_PARAM_ST 10 | s32 | s32 | callHelp_ActionAnimId | 仲間呼び 応答アクションアニメID | 応答する時のアニメID(EzStateAnimID)
NPC_THINK_PARAM_ST 11 | s32 | s32 | callHelp_CallActionId | 仲間呼び_仲間呼びアクションID | 仲間呼ぶときのアクションID(EzStateAnimID)
NPC_THINK_PARAM_ST 12 | u16 | u16 | eye_dist | 視覚_距離[m] | 視覚による索敵範囲.
NPC_THINK_PARAM_ST 13 | u16 | u16 | ear_dist | 聴覚_距離[cm] | 聴覚による索敵範囲.。
NPC_THINK_PARAM_ST 14 | u16 | u16 | ear_soundcut_dist | 聴覚　影響カット距離[m] | 音源のサイズを小さくする距離。この距離未満の音が聞こえなくなります。
NPC_THINK_PARAM_ST 15 | u16 | u16 | nose_dist | 嗅覚_距離[m] | 嗅覚による索敵範囲.
NPC_THINK_PARAM_ST 16 | u16 | u16 | maxBackhomeDist | 何があっても帰宅する距離[m] | COMMON_SetBattleActLogicの引き数
NPC_THINK_PARAM_ST 17 | u16 | u16 | backhomeDist | 戦闘しつつ帰宅する距離[m] | COMMON_SetBattleActLogicの引き数
NPC_THINK_PARAM_ST 18 | u16 | u16 | backhomeBattleDist | 巣に帰るのをあきらめて戦闘する距離[m] | COMMON_SetBattleActLogicの引き数
NPC_THINK_PARAM_ST 19 | u16 | u16 | nonBattleActLife | 敵を意識しているときの非戦闘行動時間[sec] | COMMON_SetBattleActLogicの引き数
NPC_THINK_PARAM_ST 20 | u16 | u16 | BackHome_LookTargetTime | 帰宅時：ターゲットを見ている時間[sec] | 帰宅時：ターゲットを見ている時間[sec]
NPC_THINK_PARAM_ST 21 | u16 | u16 | BackHome_LookTargetDist | 帰宅時：ターゲットを見ている距離[m] | 帰宅時：ターゲットを見ている距離[m]
NPC_THINK_PARAM_ST 22 | u16 | u16 | SightTargetForgetTime | 視覚ターゲット忘れる時間[frame] | 視覚ターゲット忘れる時間。フレームで入力です。
NPC_THINK_PARAM_ST 23 | u16 | u16 | SoundTargetForgetTime | 音ターゲット忘れる時間[frame] | 音ターゲット忘れる時間。フレームで入力です。
NPC_THINK_PARAM_ST 24 | u16 | u16 | BattleStartDist | 敵を発見してから戦闘を開始する距離[m] | 
NPC_THINK_PARAM_ST 25 | u16 | u16 | callHelp_MyPeerId | 仲間呼び 自分の仲間グループID | 自分の仲間グループID
NPC_THINK_PARAM_ST 26 | u16 | u16 | callHelp_CallPeerId | 仲間呼び 呼ぶ仲間グループID | 仲間を呼ぶ対象となる仲間グループID
NPC_THINK_PARAM_ST 27 | u16 | u16 | targetSys_DmgEffectRate | ダメージ影響率[％] | ダメージ影響率取得(ターゲットシステム評価情報)
NPC_THINK_PARAM_ST 28 | u8 | u8 | TeamAttackEffectivity | チーム攻撃影響力[0-100] | チーム内の同時攻撃人数を決めるための値。値を大きくすると、同時に攻撃参加できる人数が少なくなる。
NPC_THINK_PARAM_ST 29 | u8 | u8 | eye_angX | 視覚_角度（高さ）[deg] | 視覚による索敵範囲.
NPC_THINK_PARAM_ST 30 | u8 | u8 | eye_angY | 視覚_角度（幅）[deg] | 視覚による索敵範囲.
NPC_THINK_PARAM_ST 31 | u8 | u8 | ear_angX | 聴覚　角度（高さ）[deg] | 聴覚による索敵範囲。
NPC_THINK_PARAM_ST 32 | u8 | u8 | ear_angY | 聴覚　角度（幅）[deg] | 聴覚による索敵範囲。
NPC_THINK_PARAM_ST 33 | u8 | u8 | callHelp_CallValidMinDistTarget | 仲間呼び_ターゲットとの最低距離[m] | この値より近い場合は仲間呼びできない.
NPC_THINK_PARAM_ST 34 | u8 | u8 | callHelp_CallValidRange | 仲間呼び_仲間を呼ぶ有効距離[m] | この値より仲間が遠い場合は呼ばない。
NPC_THINK_PARAM_ST 35 | u8 | u8 | callHelp_ForgetTimeByArrival | 仲間呼び 応答してから忘れる時間[sec] | 応答する時間
NPC_THINK_PARAM_ST 36 | u8 | u8 | callHelp_MinWaitTime | 応答時の待機最小時間[ssm=>ss．mSec] | 応答ゴールの最初の待機ゴールでの最小時間[101=>10．1sec]
NPC_THINK_PARAM_ST 37 | u8 | u8 | callHelp_MaxWaitTime | 応答時の待機最大時間[ssm=>ss．mSec] | 応答ゴールの最初の待機ゴールでの最大時間[101=>10．1sec]
NPC_THINK_PARAM_ST 38 | NPC_THINK_GOAL_ACTION | u8 | goalAction_ToCaution | ゴールアクション：警戒状態 | ゴールアクション：ターゲットが警戒状態になった
NPC_THINK_PARAM_ST 39 | NPC_THINK_GOAL_ACTION | u8 | goalAction_ToFind | ゴールアクション：発見状態 | ゴールアクション：ターゲットが発見状態になった
NPC_THINK_PARAM_ST 40 | NPC_THINK_REPLY_BEHAVIOR_TYPE | u8 | callHelp_ReplyBehaviorType | 仲間呼び 応答後の行動タイプ | 応答後、目標位置までの行動タイプ
NPC_THINK_PARAM_ST 41 | u8 | u8 | disablePathMove | パス移動しない | パス移動命令が来てもパスを辿らずに直接移動するか
NPC_THINK_PARAM_ST 42 | ON_OFF | u8 | skipArrivalVisibleCheck | 視線による到着判定をスキップするか？ | 視線による到着判定をスキップするか？Onにすると、視線が通っていなくても、到着判定を行う。
NPC_THINK_PARAM_ST 43 | ON_OFF | u8 | thinkAttr_doAdmirer | 取巻き役になるか？ | 思考属性：ＯＮにすると取巻き役を演じます。
NPC_THINK_PARAM_ST 44 | u8 | u8 | enableNaviFlg_Edge:1 | フラグ「崖」通れるか？ | ノード「崖」を通過できるか？(def:1)
NPC_THINK_PARAM_ST 45 | u8 | u8 | enableNaviFlg_LargeSpace:1 | フラグ「広い」通れるか？ | ノード「広い」を通過できるか？(def:1)
NPC_THINK_PARAM_ST 46 | u8 | u8 | enableNaviFlg_Ladder:1 | フラグ「梯子」通れるか？ | ノード「梯子」を通過できるか？(def:0)
NPC_THINK_PARAM_ST 47 | u8 | u8 | enableNaviFlg_Hole:1 | フラグ「穴」通れるか？ | ノード「穴」を通過できるか？(def:0)
NPC_THINK_PARAM_ST 48 | u8 | u8 | enableNaviFlg_Door:1 | フラグ「扉」通れるか？ | ノード「扉」を通過できるか？(def:0)
NPC_THINK_PARAM_ST 49 | u8 | u8 | enableNaviFlg_InSideWall:1 | フラグ「壁中」通れるか？ | ノード「壁中」を通過できるか？(def:0)
NPC_THINK_PARAM_ST 50 | dummy8 | dummy8 | enableNaviFlg_reserve0:2 | ほんとに予約 | フラグが新しく必要になったらここにいれます（NotPadding)
NPC_THINK_PARAM_ST 51 | dummy8 | dummy8 | enableNaviFlg_reserve1[3] | ほんとに予約 | フラグが新しく必要になったらここにいれます（NotPadding)
